,Review,Score,Source
1149," I love it.  	1
The ending is so, SO perfect... you'll shed a tear.  	1
I am so thrilled after seeing a movie like this.  	1
I will never forget it now.  	1
It is not just a cult... it is a cult CLASSIC.  	1
Which has more depth and character than the man underneath it.  	0
The Malta settings are as dry and as barren as the dialogue.  	0
This movie is terrible.  	0
The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  	0
For those that haven't seen it, don't waste your time!  	0
To call this movie a drama is ridiculous!  	0
Started watching this but didn't believe in any of the characters.  	0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  	0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  	0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  	0
Glad I didn't pay to see it.  	0
Didn't laugh or even smile once.  	0
But it wasn't anything at all just one big yawn...  	0
It is a really good show to watch.  	1
It is very educational for children 1 to 8 years old.  	1
Barney is definitely super DE duper.  	1
is pretty funny.  	1
Babie Bop is very cute.  	1
The kids are very cool too.  	1
 But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0,imdb
1150,It's just lame.  ,0,imdb
1151,The guy who said he's had better dialogue with his potted plants has it right.  ,0,imdb
1152,Everything about this movie is stupid.  ,0,imdb
1153,"Even if you love bad movies, do not watch this movie.  ",0,imdb
1154,It is shameful.  ,0,imdb
1155,I would give this television series a 10 plus if i could.  ,1,imdb
1156,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1,imdb
1157,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1,imdb
1158,Now you know why I gave it a 10+!  ,1,imdb
1159,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1,imdb
1160,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1,imdb
1161,The things that the four kids get themselves into is absolutely hilarious to watch.  ,1,imdb
1162,This is one of the best movies out there that shows such strong sibling bond for each other.  ,1,imdb
1163,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",1,imdb
1164,Everything from acting to cinematography was solid.  ,1,imdb
1165,Definitely worth checking out.  ,1,imdb
1166,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,1,imdb
1167,This movie has a cutting edge to it.  ,1,imdb
1168,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1,imdb
1169,"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0,imdb
1170,I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0,imdb
1171,"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0,imdb
1172,The jerky camera movements were also annoying.  ,0,imdb
1173,The plot was the same as pretty much every other cheap horror.  ,0,imdb
1174,"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",0,imdb
1175,"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0,imdb
1176,"If you see it, you should probably just leave it on the shelf.  ",0,imdb
1177,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1,imdb
1178,This was such an awesome movie that i bought it off of Ebay.  ,1,imdb
1179,"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",1,imdb
1180,This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,0,imdb
1181,Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0,imdb
1182,All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,0,imdb
1183,"God, and I can never get that 90 minutes back!  ",0,imdb
1184,"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ",1,imdb
1185,"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",1,imdb
1186,They could be used as exemplars for any set designer.  ,1,imdb
1187,The stories were powerful explorations of the nature of man and of art.  ,1,imdb
1188,"After watching this film, I wanted to learn more about the works of this artist.  ",1,imdb
1189,"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",1,imdb
1190,"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",1,imdb
1191,") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ",1,imdb
1192,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1,imdb
1193,This is high adventure at its best.  ,1,imdb
1194,"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1,imdb
1195,Having to humour him just to get by and get through the day was so apt.  ,1,imdb
1196,"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1,imdb
1197,Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0,imdb
1198,The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0,imdb
1199,"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",0,imdb
1200,Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1,imdb
1201,The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1,imdb
1202,A good commentary of today's love and undoubtedly a film worth seeing.  ,1,imdb
1203,"For people who are first timers in film making, I think they did an excellent job!!  ",1,imdb
1204,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1,imdb
1205,It's a feel-good film and that's how I felt when I came out of the cinema!  ,1,imdb
1206,It has northern humour and positive about the community it represents.  ,1,imdb
1207,I rather enjoyed it.  ,1,imdb
1208,I liked it.  ,1,imdb
1209,I couldn't take them seriously.  ,0,imdb
1210,It really created a unique feeling though.  ,1,imdb
1211,Vivian Schilling did an excellent job with the script.  ,1,imdb
1212,A world better than 95% of the garbage in the theatres today.  ,1,imdb
1213,Her role was played well.  ,1,imdb
1214,Not too screamy not to masculine but just right.  ,1,imdb
1215,The camera really likes her in this movie.  ,1,imdb
1216,I would have casted her in that role after ready the script.  ,1,imdb
1217,"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1,imdb
1218,I am a fan of his ... This movie sucked really bad.  ,0,imdb
1219,Even worse than Ticker!  ,0,imdb
1220,& That movie was bad.  ,0,imdb
1221,"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0,imdb
1222,It just blew.  ,0,imdb
1223,"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",1,imdb
1224,"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1,imdb
1225,Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,0,imdb
1226,This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  ,0,imdb
1227,"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0,imdb
1228,"I wish I could enter negative values, admins?  ",0,imdb
1229,"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",0,imdb
1230,"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0,imdb
